"til_names","CodeNames","CodeNums","FullNames","Names","Depths","counts","Sums"
"HC","HC",20,"\iHalocarpus","95",95,0,"S"
"HC","HC",20,"\iHalocarpus","100",100,2,"S"
"HC","HC",20,"\iHalocarpus","105",105,7,"S"
"HC","HC",20,"\iHalocarpus","110",110,2,"S"
"HC","HC",20,"\iHalocarpus","115",115,3,"S"
"HC","HC",20,"\iHalocarpus","120",120,2,"S"
"HC","HC",20,"\iHalocarpus","125",125,1,"S"
"HC","HC",20,"\iHalocarpus","130",130,0,"S"
"HC","HC",20,"\iHalocarpus","135",135,0,"S"
"HC","HC",20,"\iHalocarpus","140",140,0,"S"
"HA","HA",21,"\iHoheria angustifolia","10",10,0,"T"
"HA","HA",21,"\iHoheria angustifolia","30",30,0,"T"
"HA","HA",21,"\iHoheria angustifolia","40",40,0,"T"
"HA","HA",21,"\iHoheria angustifolia","45",45,0,"T"
"HA","HA",21,"\iHoheria angustifolia","50",50,0,"T"
"HA","HA",21,"\iHoheria angustifolia","55",55,0,"T"
"HA","HA",21,"\iHoheria angustifolia","60",60,0,"T"
"HA","HA",21,"\iHoheria angustifolia","65",65,0,"T"
"HA","HA",21,"\iHoheria angustifolia","70",70,0,"T"
"HA","HA",21,"\iHoheria angustifolia","75",75,0,"T"
"HA","HA",21,"\iHoheria angustifolia","80",80,0,"T"
"HA","HA",21,"\iHoheria angustifolia","85",85,0,"T"
"HA","HA",21,"\iHoheria angustifolia","90",90,0,"T"
"HA","HA",21,"\iHoheria angustifolia","95",95,0,"T"
"HA","HA",21,"\iHoheria angustifolia","100",100,0,"T"
"HA","HA",21,"\iHoheria angustifolia","105",105,0,"T"
"HA","HA",21,"\iHoheria angustifolia","110",110,0,"T"
"HA","HA",21,"\iHoheria angustifolia","115",115,0,"T"
"HA","HA",21,"\iHoheria angustifolia","120",120,1,"T"
"HA","HA",21,"\iHoheria angustifolia","125",125,1,"T"
"HA","HA",21,"\iHoheria angustifolia","130",130,1,"T"
"HA","HA",21,"\iHoheria angustifolia","135",135,0,"T"
"HA","HA",21,"\iHoheria angustifolia","140",140,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","10",10,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","30",30,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","40",40,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","45",45,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","50",50,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","55",55,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","60",60,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","65",65,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","70",70,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","75",75,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","80",80,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","85",85,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","90",90,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","95",95,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","100",100,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","105",105,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","110",110,0.100000001490116,"T"
"HO","HO",22,"\iHoheria lyallii\i type","115",115,1,"T"
"HO","HO",22,"\iHoheria lyallii\i type","120",120,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","125",125,2,"T"
"HO","HO",22,"\iHoheria lyallii\i type","130",130,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","135",135,0,"T"
"HO","HO",22,"\iHoheria lyallii\i type","140",140,0,"T"
"Pi","Pi",23,"\iPlagianthus","10",10,0,"T"
"Pi","Pi",23,"\iPlagianthus","30",30,0,"T"
"Pi","Pi",23,"\iPlagianthus","40",40,0,"T"
"Pi","Pi",23,"\iPlagianthus","45",45,0,"T"
"Pi","Pi",23,"\iPlagianthus","50",50,0,"T"
"Pi","Pi",23,"\iPlagianthus","55",55,0,"T"
"Pi","Pi",23,"\iPlagianthus","60",60,0,"T"
"Pi","Pi",23,"\iPlagianthus","65",65,0,"T"
"Pi","Pi",23,"\iPlagianthus","70",70,1,"T"
"Pi","Pi",23,"\iPlagianthus","75",75,0,"T"
"Pi","Pi",23,"\iPlagianthus","80",80,0,"T"
"Pi","Pi",23,"\iPlagianthus","85",85,0,"T"
"Pi","Pi",23,"\iPlagianthus","90",90,0.100000001490116,"T"
"Pi","Pi",23,"\iPlagianthus","95",95,0.100000001490116,"T"
"Pi","Pi",23,"\iPlagianthus","100",100,0.100000001490116,"T"
"Pi","Pi",23,"\iPlagianthus","105",105,1,"T"
"Pi","Pi",23,"\iPlagianthus","110",110,2,"T"
"Pi","Pi",23,"\iPlagianthus","115",115,3,"T"
"Pi","Pi",23,"\iPlagianthus","120",120,0,"T"
"Pi","Pi",23,"\iPlagianthus","125",125,2,"T"
"Pi","Pi",23,"\iPlagianthus","130",130,2,"T"
"Pi","Pi",23,"\iPlagianthus","135",135,2,"T"
"Pi","Pi",23,"\iPlagianthus","140",140,0,"T"
"PH","PH",24,"\iPhyllocladus","10",10,1,"T"
"PH","PH",24,"\iPhyllocladus","30",30,2,"T"
"PH","PH",24,"\iPhyllocladus","40",40,0,"T"
"PH","PH",24,"\iPhyllocladus","45",45,5,"T"
"PH","PH",24,"\iPhyllocladus","50",50,2,"T"
"PH","PH",24,"\iPhyllocladus","55",55,2,"T"
"PH","PH",24,"\iPhyllocladus","60",60,1,"T"
"PH","PH",24,"\iPhyllocladus","65",65,1,"T"
"PH","PH",24,"\iPhyllocladus","70",70,15,"T"
"PH","PH",24,"\iPhyllocladus","75",75,15,"T"
"PH","PH",24,"\iPhyllocladus","80",80,25,"T"
"PH","PH",24,"\iPhyllocladus","85",85,57,"T"
"PH","PH",24,"\iPhyllocladus","90",90,125,"T"
"PH","PH",24,"\iPhyllocladus","95",95,148,"T"
"PH","PH",24,"\iPhyllocladus","100",100,54,"T"
"PH","PH",24,"\iPhyllocladus","105",105,8,"T"
"PH","PH",24,"\iPhyllocladus","110",110,7,"T"
"PH","PH",24,"\iPhyllocladus","115",115,9,"T"
"PH","PH",24,"\iPhyllocladus","120",120,17,"T"
"PH","PH",24,"\iPhyllocladus","125",125,9,"T"
"PH","PH",24,"\iPhyllocladus","130",130,0,"T"
"PH","PH",24,"\iPhyllocladus","135",135,0,"T"
"PH","PH",24,"\iPhyllocladus","140",140,0,"T"
"Ro","Ro",25,"\iMelicytus","10",10,0,"S"
"Ro","Ro",25,"\iMelicytus","30",30,0,"S"
"Ro","Ro",25,"\iMelicytus","40",40,0,"S"
"Ro","Ro",25,"\iMelicytus","45",45,0,"S"
"Ro","Ro",25,"\iMelicytus","50",50,0,"S"
"Ro","Ro",25,"\iMelicytus","55",55,0,"S"
"Ro","Ro",25,"\iMelicytus","60",60,0,"S"
"Ro","Ro",25,"\iMelicytus","65",65,0,"S"
"Ro","Ro",25,"\iMelicytus","70",70,0,"S"
"Ro","Ro",25,"\iMelicytus","75",75,0,"S"
"Ro","Ro",25,"\iMelicytus","80",80,0,"S"
"Ro","Ro",25,"\iMelicytus","85",85,0,"S"
"Ro","Ro",25,"\iMelicytus","90",90,0,"S"
"Ro","Ro",25,"\iMelicytus","95",95,0,"S"
"Ro","Ro",25,"\iMelicytus","100",100,0,"S"
"Ro","Ro",25,"\iMelicytus","105",105,0,"S"
"Ro","Ro",25,"\iMelicytus","110",110,0,"S"
"Ro","Ro",25,"\iMelicytus","115",115,0,"S"
"Ro","Ro",25,"\iMelicytus","120",120,0,"S"
"Ro","Ro",25,"\iMelicytus","125",125,0,"S"
"Ro","Ro",25,"\iMelicytus","130",130,0,"S"
"Ro","Ro",25,"\iMelicytus","135",135,0,"S"
"Ro","Ro",25,"\iMelicytus","140",140,0,"S"
"IT","IT",26,"\iPittosporum","10",10,0,"S"
"IT","IT",26,"\iPittosporum","30",30,0,"S"
"IT","IT",26,"\iPittosporum","40",40,0,"S"
"IT","IT",26,"\iPittosporum","45",45,0,"S"
"IT","IT",26,"\iPittosporum","50",50,0,"S"
"IT","IT",26,"\iPittosporum","55",55,0,"S"
"IT","IT",26,"\iPittosporum","60",60,0.100000001490116,"S"
"IT","IT",26,"\iPittosporum","65",65,0,"S"
"IT","IT",26,"\iPittosporum","70",70,0,"S"
"IT","IT",26,"\iPittosporum","75",75,0.100000001490116,"S"
"IT","IT",26,"\iPittosporum","80",80,0,"S"
"IT","IT",26,"\iPittosporum","85",85,0,"S"
"IT","IT",26,"\iPittosporum","90",90,1,"S"
"IT","IT",26,"\iPittosporum","95",95,0,"S"
"IT","IT",26,"\iPittosporum","100",100,0.100000001490116,"S"
"IT","IT",26,"\iPittosporum","105",105,0,"S"
"IT","IT",26,"\iPittosporum","110",110,0.100000001490116,"S"
"IT","IT",26,"\iPittosporum","115",115,2,"S"
"IT","IT",26,"\iPittosporum","120",120,2,"S"
"IT","IT",26,"\iPittosporum","125",125,0,"S"
"IT","IT",26,"\iPittosporum","130",130,0,"S"
"IT","IT",26,"\iPittosporum","135",135,0,"S"
"IT","IT",26,"\iPittosporum","140",140,2,"S"
"SR","SR",27,"\iStreblus","10",10,0,"T"
"SR","SR",27,"\iStreblus","30",30,0,"T"
"SR","SR",27,"\iStreblus","40",40,0,"T"
"SR","SR",27,"\iStreblus","45",45,0,"T"
"SR","SR",27,"\iStreblus","50",50,0,"T"
"SR","SR",27,"\iStreblus","55",55,0,"T"
"SR","SR",27,"\iStreblus","60",60,0,"T"
"SR","SR",27,"\iStreblus","65",65,0,"T"
"SR","SR",27,"\iStreblus","70",70,0,"T"
"SR","SR",27,"\iStreblus","75",75,0,"T"
"SR","SR",27,"\iStreblus","80",80,0,"T"
"SR","SR",27,"\iStreblus","85",85,0,"T"
"SR","SR",27,"\iStreblus","90",90,0,"T"
"SR","SR",27,"\iStreblus","95",95,0,"T"
"SR","SR",27,"\iStreblus","100",100,0,"T"
"SR","SR",27,"\iStreblus","105",105,0,"T"
"SR","SR",27,"\iStreblus","110",110,0,"T"
"SR","SR",27,"\iStreblus","115",115,0,"T"
"SR","SR",27,"\iStreblus","120",120,0,"T"
"SR","SR",27,"\iStreblus","125",125,0,"T"
"SR","SR",27,"\iStreblus","130",130,0,"T"
"SR","SR",27,"\iStreblus","135",135,0,"T"
"SR","SR",27,"\iStreblus","140",140,0,"T"
"PS","PS",28,"Pseudopanax undiff.","10",10,0,"S"
"PS","PS",28,"Pseudopanax undiff.","30",30,0,"S"
"PS","PS",28,"Pseudopanax undiff.","40",40,0,"S"
"PS","PS",28,"Pseudopanax undiff.","45",45,0,"S"
"PS","PS",28,"Pseudopanax undiff.","50",50,0,"S"
"PS","PS",28,"Pseudopanax undiff.","55",55,0,"S"
"PS","PS",28,"Pseudopanax undiff.","60",60,0,"S"
"PS","PS",28,"Pseudopanax undiff.","65",65,0,"S"
"PS","PS",28,"Pseudopanax undiff.","70",70,0,"S"
"PS","PS",28,"Pseudopanax undiff.","75",75,0,"S"
"PS","PS",28,"Pseudopanax undiff.","80",80,0,"S"
"PS","PS",28,"Pseudopanax undiff.","85",85,0,"S"
"PS","PS",28,"Pseudopanax undiff.","90",90,0,"S"
"PS","PS",28,"Pseudopanax undiff.","95",95,0,"S"
"PS","PS",28,"Pseudopanax undiff.","100",100,0,"S"
"PS","PS",28,"Pseudopanax undiff.","105",105,0,"S"
"PS","PS",28,"Pseudopanax undiff.","110",110,0,"S"
"PS","PS",28,"Pseudopanax undiff.","115",115,0,"S"
"PS","PS",28,"Pseudopanax undiff.","120",120,0,"S"
"PS","PS",28,"Pseudopanax undiff.","125",125,0,"S"
"PS","PS",28,"Pseudopanax undiff.","130",130,0,"S"
"PS","PS",28,"Pseudopanax undiff.","135",135,0,"S"
"PS","PS",28,"Pseudopanax undiff.","140",140,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","10",10,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","30",30,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","40",40,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","45",45,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","50",50,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","55",55,1,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","60",60,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","65",65,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","70",70,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","75",75,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","80",80,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","85",85,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","90",90,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","95",95,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","100",100,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","105",105,0.100000001490116,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","110",110,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","115",115,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","120",120,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","125",125,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","130",130,1,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","135",135,0,"S"
"ro","ro",29,"\iPseudopanax anomalous\i type","140",140,0.100000001490116,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","10",10,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","30",30,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","40",40,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","45",45,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","50",50,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","55",55,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","60",60,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","65",65,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","70",70,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","75",75,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","80",80,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","85",85,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","90",90,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","95",95,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","100",100,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","105",105,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","110",110,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","115",115,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","120",120,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","125",125,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","130",130,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","135",135,0,"S"
"yy","yy",30,"\iPseudopanax crassifolium\i type","140",140,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","10",10,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","30",30,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","40",40,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","45",45,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","50",50,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","55",55,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","60",60,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","65",65,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","70",70,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","75",75,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","80",80,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","85",85,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","90",90,0.100000001490116,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","95",95,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","100",100,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","105",105,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","110",110,0.100000001490116,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","115",115,0.100000001490116,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","120",120,0.100000001490116,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","125",125,0.100000001490116,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","130",130,1,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","135",135,0,"S"
"Pf","Pf",31,"\iPseudopanax colensoi var fiordense","140",140,0,"S"
"PC","PC",32,"\iPseudopanax colensoi type","10",10,0,"S"
"PC","PC",32,"\iPseudopanax colensoi type","30",30,0,"S"
"PC","PC",32,"\iPseudopanax colensoi type","40",40,0,"S"
"PC","PC",32,"\iPseudopanax colensoi type","45",45,0,"S"
"PC","PC",32,"\iPseudopanax colensoi type","50",50,0,"S"
"PC","PC",32,"\iPseudopanax colensoi type","55",55,0,"S"
"PC","PC",32,"\iPseudopanax colensoi type","60",60,0,"S"
"PC","PC",32,"\iPseudopanax colensoi type","65",65,0.100000001490116,"S"
"PC","PC",32,"\iPseudopanax colensoi type","70",70,0.100000001490116,"S"
"PC","PC",32,"\iPseudopanax colensoi type","75",75,0.100000001490116,"S"
"PC","PC",32,"\iPseudopanax colensoi type","80",80,1,"S"
"PC","PC",32,"\iPseudopanax colensoi type","85",85,2,"S"
"PC","PC",32,"\iPseudopanax colensoi type","90",90,4,"S"
"PC","PC",32,"\iPseudopanax colensoi type","95",95,2,"S"
"PC","PC",32,"\iPseudopanax colensoi type","100",100,3,"S"
"PC","PC",32,"\iPseudopanax colensoi type","105",105,10,"S"
"PC","PC",32,"\iPseudopanax colensoi type","110",110,31,"S"
"PC","PC",32,"\iPseudopanax colensoi type","115",115,5,"S"
"PC","PC",32,"\iPseudopanax colensoi type","120",120,6,"S"
"PC","PC",32,"\iPseudopanax colensoi type","125",125,4,"S"
"PC","PC",32,"\iPseudopanax colensoi type","130",130,1,"S"
"PC","PC",32,"\iPseudopanax colensoi type","135",135,1,"S"
"PC","PC",32,"\iPseudopanax colensoi type","140",140,0,"S"
"SC","SC",33,"\iSchefflera","10",10,0,"S"
"SC","SC",33,"\iSchefflera","30",30,0,"S"
"SC","SC",33,"\iSchefflera","40",40,0,"S"
"SC","SC",33,"\iSchefflera","45",45,0,"S"
"SC","SC",33,"\iSchefflera","50",50,0,"S"
"SC","SC",33,"\iSchefflera","55",55,0,"S"
"SC","SC",33,"\iSchefflera","60",60,0,"S"
"SC","SC",33,"\iSchefflera","65",65,0,"S"
"SC","SC",33,"\iSchefflera","70",70,0,"S"
"SC","SC",33,"\iSchefflera","75",75,0,"S"
"SC","SC",33,"\iSchefflera","80",80,0,"S"
"SC","SC",33,"\iSchefflera","85",85,0,"S"
"SC","SC",33,"\iSchefflera","90",90,0,"S"
"SC","SC",33,"\iSchefflera","95",95,0,"S"
"SC","SC",33,"\iSchefflera","100",100,0,"S"
"SC","SC",33,"\iSchefflera","105",105,0,"S"
"SC","SC",33,"\iSchefflera","110",110,0,"S"
"SC","SC",33,"\iSchefflera","115",115,0,"S"
"SC","SC",33,"\iSchefflera","120",120,0,"S"
"SC","SC",33,"\iSchefflera","125",125,0,"S"
"SC","SC",33,"\iSchefflera","130",130,0,"S"
"SC","SC",33,"\iSchefflera","135",135,0,"S"
"SC","SC",33,"\iSchefflera","140",140,0,"S"
"CA","CA",34,"\iCarmichaelia","10",10,0,"S"
"CA","CA",34,"\iCarmichaelia","30",30,0,"S"
"CA","CA",34,"\iCarmichaelia","40",40,0,"S"
"CA","CA",34,"\iCarmichaelia","45",45,0,"S"
"CA","CA",34,"\iCarmichaelia","50",50,0,"S"
"CA","CA",34,"\iCarmichaelia","55",55,0,"S"
"CA","CA",34,"\iCarmichaelia","60",60,0,"S"
"CA","CA",34,"\iCarmichaelia","65",65,0,"S"
"CA","CA",34,"\iCarmichaelia","70",70,0,"S"
"CA","CA",34,"\iCarmichaelia","75",75,0,"S"
"CA","CA",34,"\iCarmichaelia","80",80,0,"S"
"CA","CA",34,"\iCarmichaelia","85",85,0,"S"
"CA","CA",34,"\iCarmichaelia","90",90,0,"S"
"CA","CA",34,"\iCarmichaelia","95",95,0,"S"
"CA","CA",34,"\iCarmichaelia","100",100,0,"S"
"CA","CA",34,"\iCarmichaelia","105",105,0,"S"
"CA","CA",34,"\iCarmichaelia","110",110,0,"S"
"CA","CA",34,"\iCarmichaelia","115",115,0,"S"
"CA","CA",34,"\iCarmichaelia","120",120,0,"S"
"CA","CA",34,"\iCarmichaelia","125",125,0,"S"
"CA","CA",34,"\iCarmichaelia","130",130,0,"S"
"CA","CA",34,"\iCarmichaelia","135",135,0,"S"
"CA","CA",34,"\iCarmichaelia","140",140,0,"S"
"Ax","Ax",35,"Asteraceae total","10",10,0,"S"
"Ax","Ax",35,"Asteraceae total","30",30,0,"S"
"Ax","Ax",35,"Asteraceae total","40",40,5,"S"
"Ax","Ax",35,"Asteraceae total","45",45,28,"S"
"Ax","Ax",35,"Asteraceae total","50",50,30,"S"
"Ax","Ax",35,"Asteraceae total","55",55,1,"S"
"Ax","Ax",35,"Asteraceae total","60",60,0.100000001490116,"S"
"Ax","Ax",35,"Asteraceae total","65",65,0.100000001490116,"S"
"Ax","Ax",35,"Asteraceae total","70",70,0.100000001490116,"S"
"Ax","Ax",35,"Asteraceae total","75",75,0.100000001490116,"S"
"Ax","Ax",35,"Asteraceae total","80",80,0.100000001490116,"S"
"Ax","Ax",35,"Asteraceae total","85",85,1,"S"
"Ax","Ax",35,"Asteraceae total","90",90,0,"S"
"Ax","Ax",35,"Asteraceae total","95",95,0.100000001490116,"S"
"Ax","Ax",35,"Asteraceae total","100",100,0.100000001490116,"S"
"Ax","Ax",35,"Asteraceae total","105",105,0.100000001490116,"S"
"Ax","Ax",35,"Asteraceae total","110",110,10,"S"
"Ax","Ax",35,"Asteraceae total","115",115,30,"S"
"Ax","Ax",35,"Asteraceae total","120",120,52,"S"
"Ax","Ax",35,"Asteraceae total","125",125,40,"S"
"Ax","Ax",35,"Asteraceae total","130",130,22,"S"
"Ax","Ax",35,"Asteraceae total","135",135,43,"S"
"Ax","Ax",35,"Asteraceae total","140",140,23,"S"
"AT","AT",36,"Asteraceae undiff.","10",10,0,"O"
"AT","AT",36,"Asteraceae undiff.","30",30,0,"O"
"AT","AT",36,"Asteraceae undiff.","40",40,2,"O"
"AT","AT",36,"Asteraceae undiff.","45",45,0,"O"
"AT","AT",36,"Asteraceae undiff.","50",50,0,"O"
"AT","AT",36,"Asteraceae undiff.","55",55,0,"O"
"AT","AT",36,"Asteraceae undiff.","60",60,0,"O"
"AT","AT",36,"Asteraceae undiff.","65",65,0,"O"
"AT","AT",36,"Asteraceae undiff.","70",70,0,"O"
"AT","AT",36,"Asteraceae undiff.","75",75,0,"O"
"AT","AT",36,"Asteraceae undiff.","80",80,0,"O"
"AT","AT",36,"Asteraceae undiff.","85",85,0,"O"
"AT","AT",36,"Asteraceae undiff.","90",90,0,"O"
"AT","AT",36,"Asteraceae undiff.","95",95,0,"O"
"AT","AT",36,"Asteraceae undiff.","100",100,0,"O"
"AT","AT",36,"Asteraceae undiff.","105",105,0,"O"
"AT","AT",36,"Asteraceae undiff.","110",110,0,"O"
"AT","AT",36,"Asteraceae undiff.","115",115,4,"O"
"AT","AT",36,"Asteraceae undiff.","120",120,17,"O"
"AT","AT",36,"Asteraceae undiff.","125",125,20,"O"
"AT","AT",36,"Asteraceae undiff.","130",130,10,"O"
"AT","AT",36,"Asteraceae undiff.","135",135,26,"O"
"AT","AT",36,"Asteraceae undiff.","140",140,11,"O"
"oo","oo",37,"\iOlearia\i type","10",10,0,"O"
"oo","oo",37,"\iOlearia\i type","30",30,0,"O"
"oo","oo",37,"\iOlearia\i type","40",40,1,"O"
"oo","oo",37,"\iOlearia\i type","45",45,0,"O"
"oo","oo",37,"\iOlearia\i type","50",50,1,"O"
"oo","oo",37,"\iOlearia\i type","55",55,0,"O"
"oo","oo",37,"\iOlearia\i type","60",60,0,"O"
"oo","oo",37,"\iOlearia\i type","65",65,0,"O"
"oo","oo",37,"\iOlearia\i type","70",70,0.100000001490116,"O"
"oo","oo",37,"\iOlearia\i type","75",75,0,"O"
"oo","oo",37,"\iOlearia\i type","80",80,0,"O"
"oo","oo",37,"\iOlearia\i type","85",85,0,"O"
"oo","oo",37,"\iOlearia\i type","90",90,0,"O"
"oo","oo",37,"\iOlearia\i type","95",95,0.100000001490116,"O"
"oo","oo",37,"\iOlearia\i type","100",100,0,"O"
"oo","oo",37,"\iOlearia\i type","105",105,0.100000001490116,"O"
"oo","oo",37,"\iOlearia\i type","110",110,3,"O"
"oo","oo",37,"\iOlearia\i type","115",115,6,"O"
"oo","oo",37,"\iOlearia\i type","120",120,10,"O"
"oo","oo",37,"\iOlearia\i type","125",125,5,"O"
"oo","oo",37,"\iOlearia\i type","130",130,7,"O"
"oo","oo",37,"\iOlearia\i type","135",135,8,"O"
"oo","oo",37,"\iOlearia\i type","140",140,6,"O"
"OC","OC",38,"\iOlearia colensoi","10",10,0,"O"
"OC","OC",38,"\iOlearia colensoi","30",30,0,"O"
"OC","OC",38,"\iOlearia colensoi","40",40,0,"O"
"OC","OC",38,"\iOlearia colensoi","45",45,0,"O"
"OC","OC",38,"\iOlearia colensoi","50",50,0,"O"
"OC","OC",38,"\iOlearia colensoi","55",55,0,"O"
"OC","OC",38,"\iOlearia colensoi","60",60,0,"O"
"OC","OC",38,"\iOlearia colensoi","65",65,0,"O"
"OC","OC",38,"\iOlearia colensoi","70",70,0,"O"
"OC","OC",38,"\iOlearia colensoi","75",75,0,"O"
"OC","OC",38,"\iOlearia colensoi","80",80,0,"O"
"OC","OC",38,"\iOlearia colensoi","85",85,0,"O"
"OC","OC",38,"\iOlearia colensoi","90",90,0,"O"
"OC","OC",38,"\iOlearia colensoi","95",95,0,"O"
"OC","OC",38,"\iOlearia colensoi","100",100,0,"O"
"OC","OC",38,"\iOlearia colensoi","105",105,0,"O"
"OC","OC",38,"\iOlearia colensoi","110",110,0,"O"
"OC","OC",38,"\iOlearia colensoi","115",115,0,"O"
"OC","OC",38,"\iOlearia colensoi","120",120,0.100000001490116,"O"
"OC","OC",38,"\iOlearia colensoi","125",125,0,"O"
"OC","OC",38,"\iOlearia colensoi","130",130,0,"O"
"OC","OC",38,"\iOlearia colensoi","135",135,0,"O"
"OC","OC",38,"\iOlearia colensoi","140",140,0,"O"
"yo","yo",39,"\iCelmisia\i type","10",10,0,"O"
"yo","yo",39,"\iCelmisia\i type","30",30,1,"O"
"yo","yo",39,"\iCelmisia\i type","40",40,0,"O"
"yo","yo",39,"\iCelmisia\i type","45",45,23,"O"
"yo","yo",39,"\iCelmisia\i type","50",50,23,"O"
"yo","yo",39,"\iCelmisia\i type","55",55,2,"O"
"yo","yo",39,"\iCelmisia\i type","60",60,0,"O"
"yo","yo",39,"\iCelmisia\i type","65",65,0,"O"
"yo","yo",39,"\iCelmisia\i type","70",70,0,"O"
"yo","yo",39,"\iCelmisia\i type","75",75,0,"O"
"yo","yo",39,"\iCelmisia\i type","80",80,0,"O"
